animal_id,start_sample,start_s,start_min,end_s,hr,rr_std,n_beats,mains_ratio,passes_gate,within_120s_of_annotation
107,2085000,2085.0,34.75,2115.0,382.5,325.0,154,24.4495,False,False
107,2090000,2090.0,34.833,2120.0,376.0,247.0,148,22.5278,False,False
107,2095000,2095.0,34.917,2125.0,280.3,310.2,140,20.1067,False,False
107,2100000,2100.0,35.0,2130.0,307.9,251.7,152,17.9588,False,False
107,2105000,2105.0,35.083,2135.0,295.5,264.1,145,15.6421,False,False
107,2110000,2110.0,35.167,2140.0,303.0,240.2,139,20.5207,False,False
107,2115000,2115.0,35.25,2145.0,338.0,474.4,165,19.8944,False,False
107,2120000,2120.0,35.333,2150.0,352.3,452.8,177,22.33,False,False
107,2125000,2125.0,35.417,2155.0,328.3,479.6,165,24.7005,False,False
107,2130000,2130.0,35.5,2160.0,335.9,473.5,166,30.4718,False,False
107,2135000,2135.0,35.583,2165.0,309.5,432.6,155,33.795,False,False
107,2140000,2140.0,35.667,2170.0,320.7,383.7,161,29.6557,False,False
107,2145000,2145.0,35.75,2175.0,309.3,294.2,154,25.0617,False,False
107,2150000,2150.0,35.833,2180.0,308.8,286.5,146,21.6869,False,False
107,2155000,2155.0,35.917,2185.0,302.4,348.7,152,18.838,False,False
107,2160000,2160.0,36.0,2190.0,317.2,345.5,156,16.3927,False,False
107,2165000,2165.0,36.083,2195.0,304.4,326.6,153,21.4475,False,False
107,2170000,2170.0,36.167,2200.0,304.8,409.6,149,15.9382,False,False
107,2175000,2175.0,36.25,2205.0,299.3,381.7,147,18.9981,False,False
107,2180000,2180.0,36.333,2210.0,286.2,394.4,136,18.1595,False,False
107,2185000,2185.0,36.417,2215.0,272.4,417.7,134,22.5757,False,False
107,2190000,2190.0,36.5,2220.0,276.0,433.5,135,17.0702,False,False
107,2195000,2195.0,36.583,2225.0,295.7,386.1,144,18.3044,False,False
107,2200000,2200.0,36.667,2230.0,311.8,255.1,142,19.2799,False,False
107,2205000,2205.0,36.75,2235.0,275.6,336.9,134,17.6893,False,False
107,2210000,2210.0,36.833,2240.0,261.2,328.8,123,21.105,False,False
107,2215000,2215.0,36.917,2245.0,264.8,325.9,131,21.7603,False,False
107,2220000,2220.0,37.0,2250.0,270.5,317.3,136,21.4462,False,False
107,2225000,2225.0,37.083,2255.0,273.4,405.4,136,16.4559,False,False
107,2230000,2230.0,37.167,2260.0,265.2,368.8,129,19.3651,False,False
107,2235000,2235.0,37.25,2265.0,279.8,435.1,131,19.3992,False,False
107,2240000,2240.0,37.333,2270.0,311.7,375.8,134,16.4497,False,False
107,2245000,2245.0,37.417,2275.0,346.5,742.1,174,19.2071,False,False
107,2250000,2250.0,37.5,2280.0,314.3,646.8,158,18.0106,False,False
107,2255000,2255.0,37.583,2285.0,317.2,374.9,159,19.2849,False,False
107,2260000,2260.0,37.667,2290.0,377.0,198.9,187,39.2108,False,False
107,2265000,2265.0,37.75,2295.0,388.2,186.7,195,70.3113,False,False
107,2270000,2270.0,37.833,2300.0,418.4,145.2,205,44.7463,False,False
107,2275000,2275.0,37.917,2305.0,368.3,198.4,185,35.2906,False,False
107,2280000,2280.0,38.0,2310.0,384.3,183.0,193,44.6619,False,False
107,2285000,2285.0,38.083,2315.0,328.3,294.2,165,47.5881,False,False
107,2290000,2290.0,38.167,2320.0,341.2,223.5,169,66.1878,False,False
107,2295000,2295.0,38.25,2325.0,312.3,317.1,157,98.6522,False,False
107,2300000,2300.0,38.333,2330.0,300.1,274.1,151,136.6865,False,False
107,2305000,2305.0,38.417,2335.0,294.2,286.4,148,135.0391,False,False
107,2310000,2310.0,38.5,2340.0,291.6,288.8,145,165.9192,False,False
107,2315000,2315.0,38.583,2345.0,287.4,293.6,139,141.2672,False,False
107,2320000,2320.0,38.667,2350.0,276.8,284.8,133,172.1348,False,False
107,2325000,2325.0,38.75,2355.0,301.9,220.5,150,288.618,False,False
107,2330000,2330.0,38.833,2360.0,309.6,202.9,147,220.2572,False,False
107,2335000,2335.0,38.917,2365.0,282.6,225.5,138,221.0342,False,False
107,2340000,2340.0,39.0,2370.0,288.0,209.5,143,260.8563,False,False
107,2345000,2345.0,39.083,2375.0,282.6,214.4,137,202.917,False,False
107,2350000,2350.0,39.167,2380.0,295.9,212.4,143,204.868,False,False
107,2355000,2355.0,39.25,2385.0,277.6,216.0,138,286.9323,False,False
107,2360000,2360.0,39.333,2390.0,272.2,217.3,137,292.8951,False,False
107,2365000,2365.0,39.417,2395.0,289.4,234.0,143,249.5944,False,False
107,2370000,2370.0,39.5,2400.0,294.9,268.3,146,272.363,False,False
107,2375000,2375.0,39.583,2405.0,271.4,314.8,135,324.6659,False,False
107,2380000,2380.0,39.667,2410.0,244.9,360.5,122,343.6738,False,False
107,2385000,2385.0,39.75,2415.0,258.2,355.5,129,150.8999,False,False
107,2390000,2390.0,39.833,2420.0,276.2,357.1,139,78.4512,False,False
107,2395000,2395.0,39.917,2425.0,279.0,376.3,137,113.2555,False,False
107,2400000,2400.0,40.0,2430.0,273.1,352.5,134,72.5193,False,False
107,2405000,2405.0,40.083,2435.0,303.1,474.1,151,111.5694,False,False
107,2410000,2410.0,40.167,2440.0,293.4,224.4,142,76.2014,False,False
107,2415000,2415.0,40.25,2445.0,305.0,268.5,148,190.4838,False,False
107,2420000,2420.0,40.333,2450.0,292.3,260.9,147,298.2535,False,False
107,2425000,2425.0,40.417,2455.0,278.0,292.6,135,313.7599,False,False
107,2430000,2430.0,40.5,2460.0,276.4,332.1,137,295.5452,False,False
107,2435000,2435.0,40.583,2465.0,274.4,330.7,138,319.3933,False,False
107,2440000,2440.0,40.667,2470.0,278.9,335.6,136,292.9248,False,False
107,2445000,2445.0,40.75,2475.0,305.8,274.2,150,277.0676,False,False
107,2450000,2450.0,40.833,2480.0,290.2,294.0,140,294.7377,False,False
107,2455000,2455.0,40.917,2485.0,300.3,269.6,149,225.9358,False,False
107,2460000,2460.0,41.0,2490.0,305.0,336.4,152,254.9907,False,False
107,2465000,2465.0,41.083,2495.0,308.2,335.2,155,235.8369,False,False
107,2470000,2470.0,41.167,2500.0,316.4,317.3,159,244.0216,False,False
107,2475000,2475.0,41.25,2505.0,314.4,316.4,158,206.9779,False,False
107,2480000,2480.0,41.333,2510.0,314.3,317.9,154,212.218,False,False
107,2485000,2485.0,41.417,2515.0,304.4,323.2,149,222.4356,False,False
107,2490000,2490.0,41.5,2520.0,311.9,215.0,151,207.0739,False,False
107,2495000,2495.0,41.583,2525.0,306.2,213.9,154,188.629,False,False
107,2500000,2500.0,41.667,2530.0,270.2,264.6,136,143.6698,False,False
107,2505000,2505.0,41.75,2535.0,282.5,226.8,142,83.8464,False,False
107,2510000,2510.0,41.833,2540.0,288.8,226.5,144,131.4601,False,False
107,2515000,2515.0,41.917,2545.0,258.9,236.3,128,91.0398,False,False
107,2520000,2520.0,42.0,2550.0,273.7,227.9,134,116.7189,False,False
107,2525000,2525.0,42.083,2555.0,278.9,231.4,137,112.3879,False,False
107,2530000,2530.0,42.167,2560.0,300.2,215.4,151,328.8492,False,False
107,2535000,2535.0,42.25,2565.0,288.2,236.1,145,301.9699,False,False
107,2540000,2540.0,42.333,2570.0,300.4,228.1,148,285.174,False,False
107,2545000,2545.0,42.417,2575.0,271.0,261.2,131,299.2181,False,False
107,2550000,2550.0,42.5,2580.0,291.2,245.9,141,286.3008,False,False
107,2555000,2555.0,42.583,2585.0,278.2,258.3,140,293.5839,False,False
107,2560000,2560.0,42.667,2590.0,268.3,265.7,131,311.2015,False,False
107,2565000,2565.0,42.75,2595.0,281.9,235.0,141,303.7964,False,False
107,2570000,2570.0,42.833,2600.0,272.3,264.1,137,301.8447,False,False
107,2575000,2575.0,42.917,2605.0,279.8,260.8,134,245.3409,False,False
107,2580000,2580.0,43.0,2610.0,265.9,291.3,129,297.7902,False,False
107,2585000,2585.0,43.083,2615.0,289.4,275.5,140,253.4302,False,False
107,2590000,2590.0,43.167,2620.0,287.5,273.8,139,274.0696,False,False
107,2595000,2595.0,43.25,2625.0,292.0,271.6,145,282.032,False,False
107,2600000,2600.0,43.333,2630.0,294.3,277.3,148,248.2443,False,False
107,2605000,2605.0,43.417,2635.0,293.5,229.3,144,286.9831,False,False
107,2610000,2610.0,43.5,2640.0,291.2,230.9,145,278.4173,False,False
107,2615000,2615.0,43.583,2645.0,302.3,274.4,148,270.895,False,False
107,2620000,2620.0,43.667,2650.0,287.8,299.5,140,284.1918,False,False
107,2625000,2625.0,43.75,2655.0,289.1,287.2,143,272.8653,False,False
107,2630000,2630.0,43.833,2660.0,290.8,284.8,145,304.2431,False,False
107,2635000,2635.0,43.917,2665.0,279.1,288.9,139,230.4387,False,False
107,2640000,2640.0,44.0,2670.0,281.8,290.2,137,251.7982,False,False
107,2645000,2645.0,44.083,2675.0,284.2,288.3,143,226.8677,False,False
107,2650000,2650.0,44.167,2680.0,299.0,278.8,146,235.3692,False,False
107,2655000,2655.0,44.25,2685.0,291.9,288.6,145,275.2163,False,False
107,2660000,2660.0,44.333,2690.0,271.9,272.4,133,285.119,False,False
107,2665000,2665.0,44.417,2695.0,307.3,211.1,144,311.2991,False,False
107,2670000,2670.0,44.5,2700.0,283.4,255.5,137,320.9279,False,False
107,2675000,2675.0,44.583,2705.0,290.2,252.1,146,275.9068,False,False
107,2680000,2680.0,44.667,2710.0,270.2,305.6,136,305.5254,False,False
107,2685000,2685.0,44.75,2715.0,277.9,290.7,136,278.26,False,False
107,2690000,2690.0,44.833,2720.0,276.3,309.5,139,266.0592,False,False
107,2695000,2695.0,44.917,2725.0,270.2,345.8,131,274.2251,False,False
107,2700000,2700.0,45.0,2730.0,277.2,327.2,138,236.5719,False,False
107,2705000,2705.0,45.083,2735.0,282.3,304.1,142,273.4294,False,False
107,2710000,2710.0,45.167,2740.0,288.2,254.1,145,272.9482,False,False
107,2715000,2715.0,45.25,2745.0,298.2,224.1,150,278.075,False,False
107,2720000,2720.0,45.333,2750.0,296.7,211.6,144,283.7084,False,False
107,2725000,2725.0,45.417,2755.0,298.2,213.0,149,297.8517,False,False
107,2730000,2730.0,45.5,2760.0,288.7,206.6,138,295.9631,False,False
107,2735000,2735.0,45.583,2765.0,281.2,200.2,132,282.1194,False,False
107,2740000,2740.0,45.667,2770.0,290.6,222.3,146,286.5271,False,False
107,2745000,2745.0,45.75,2775.0,255.0,276.7,122,243.7465,False,False
107,2750000,2750.0,45.833,2780.0,288.4,249.0,145,282.6064,False,False
107,2755000,2755.0,45.917,2785.0,288.8,248.8,143,247.5748,False,False
107,2760000,2760.0,46.0,2790.0,278.0,259.5,138,256.0732,False,False
107,2765000,2765.0,46.083,2795.0,276.9,241.2,135,271.7332,False,False
107,2770000,2770.0,46.167,2800.0,282.3,235.6,142,267.2518,False,False
107,2775000,2775.0,46.25,2805.0,214.2,315.4,108,277.1689,False,False
107,2780000,2780.0,46.333,2810.0,210.1,262.5,106,278.3346,False,False
107,2785000,2785.0,46.417,2815.0,206.2,296.4,104,275.7292,False,False
107,2790000,2790.0,46.5,2820.0,277.2,216.9,136,208.7553,False,False
107,2795000,2795.0,46.583,2825.0,269.9,235.8,132,238.1431,False,False
107,2800000,2800.0,46.667,2830.0,277.2,241.1,136,208.0021,False,False
107,2805000,2805.0,46.75,2835.0,261.5,264.9,127,199.3919,False,False
107,2810000,2810.0,46.833,2840.0,271.6,262.9,130,158.4711,False,False
107,2815000,2815.0,46.917,2845.0,272.5,234.8,129,193.5097,False,False
107,2820000,2820.0,47.0,2850.0,275.6,227.0,135,197.8901,False,False
107,2825000,2825.0,47.083,2855.0,271.8,261.5,135,209.8306,False,False
107,2830000,2830.0,47.167,2860.0,270.8,239.3,132,197.191,False,False
107,2835000,2835.0,47.25,2865.0,270.2,229.5,136,270.1838,False,False
107,2840000,2840.0,47.333,2870.0,269.0,223.9,134,257.5847,False,False
107,2845000,2845.0,47.417,2875.0,285.7,200.4,141,268.987,False,False
107,2850000,2850.0,47.5,2880.0,283.5,246.8,138,269.9494,False,False
107,2855000,2855.0,47.583,2885.0,316.7,260.3,150,241.2263,False,False
107,2860000,2860.0,47.667,2890.0,301.6,286.7,148,244.605,False,False
107,2865000,2865.0,47.75,2895.0,292.9,326.6,146,240.0185,False,False
107,2870000,2870.0,47.833,2900.0,284.3,362.6,140,226.0351,False,False
107,2875000,2875.0,47.917,2905.0,282.2,338.6,140,252.3977,False,False
107,2880000,2880.0,48.0,2910.0,279.6,352.0,139,240.9806,False,False
107,2885000,2885.0,48.083,2915.0,280.3,329.9,141,246.0685,False,False
107,2890000,2890.0,48.167,2920.0,284.4,317.0,143,271.3857,False,False
107,2895000,2895.0,48.25,2925.0,280.6,350.8,141,257.1006,False,False
107,2900000,2900.0,48.333,2930.0,276.3,284.3,139,273.946,False,False
107,2905000,2905.0,48.417,2935.0,271.8,266.1,134,248.3108,False,False
107,2910000,2910.0,48.5,2940.0,277.0,355.6,138,252.959,False,False
107,2915000,2915.0,48.583,2945.0,258.9,403.3,125,272.8347,False,False
107,2920000,2920.0,48.667,2950.0,252.7,339.2,127,252.6221,False,False
107,2925000,2925.0,48.75,2955.0,252.2,334.8,127,345.0266,False,False
107,2930000,2930.0,48.833,2960.0,246.1,304.6,124,300.733,False,False
107,2935000,2935.0,48.917,2965.0,236.2,313.2,119,387.8302,False,False
107,2940000,2940.0,49.0,2970.0,232.3,286.7,117,348.7808,False,False
107,2945000,2945.0,49.083,2975.0,231.8,255.9,115,387.1601,False,False
107,2950000,2950.0,49.167,2980.0,242.3,235.8,122,371.9209,False,False
107,2955000,2955.0,49.25,2985.0,226.2,304.5,114,280.1383,False,False
107,2960000,2960.0,49.333,2990.0,240.8,286.0,116,335.8664,False,False
107,2965000,2965.0,49.417,2995.0,235.4,299.2,117,319.4156,False,False
107,2970000,2970.0,49.5,3000.0,242.2,251.3,122,343.4733,False,False
107,2975000,2975.0,49.583,3005.0,255.6,259.5,127,336.3066,False,False
107,2980000,2980.0,49.667,3010.0,248.2,257.0,125,392.3683,False,False
107,2985000,2985.0,49.75,3015.0,272.6,212.5,137,367.3623,False,False
107,2990000,2990.0,49.833,3020.0,260.2,239.3,131,335.7541,False,False
107,2995000,2995.0,49.917,3025.0,250.2,230.0,126,357.3493,False,False
107,3000000,3000.0,50.0,3030.0,248.2,271.5,125,401.0197,False,False
107,3005000,3005.0,50.083,3035.0,255.3,221.4,128,416.1587,False,False
107,3010000,3010.0,50.167,3040.0,265.2,231.2,131,418.6564,False,False
107,3015000,3015.0,50.25,3045.0,268.9,223.9,130,403.9565,False,False
107,3020000,3020.0,50.333,3050.0,235.7,273.7,114,351.3782,False,False
107,3025000,3025.0,50.417,3055.0,243.5,261.6,118,262.1311,False,False
107,3030000,3030.0,50.5,3060.0,272.3,246.5,137,224.4814,False,False
107,3035000,3035.0,50.583,3065.0,272.3,208.0,137,227.8756,False,False
107,3040000,3040.0,50.667,3070.0,261.8,257.5,126,229.481,False,False
107,3045000,3045.0,50.75,3075.0,253.5,252.6,125,260.0895,False,False
107,3050000,3050.0,50.833,3080.0,261.4,236.9,130,296.5617,False,False
107,3055000,3055.0,50.917,3085.0,262.3,243.8,128,262.9426,False,False
107,3060000,3060.0,51.0,3090.0,254.6,232.3,128,223.265,False,False
107,3065000,3065.0,51.083,3095.0,290.5,198.2,146,178.744,False,False
107,3070000,3070.0,51.167,3100.0,304.9,191.7,152,147.6551,False,False
107,3075000,3075.0,51.25,3105.0,316.6,187.7,157,133.5848,False,False
107,3080000,3080.0,51.333,3110.0,337.3,175.0,167,113.0809,False,False
107,3085000,3085.0,51.417,3115.0,337.6,164.0,168,114.6948,False,False
107,3090000,3090.0,51.5,3120.0,321.2,183.0,160,106.4977,False,False
107,3095000,3095.0,51.583,3125.0,342.8,160.2,168,95.764,False,False
107,3100000,3100.0,51.667,3130.0,315.3,177.6,155,98.4897,False,False
107,3105000,3105.0,51.75,3135.0,326.3,227.8,162,103.4942,False,False
107,3110000,3110.0,51.833,3140.0,288.2,375.6,145,108.6375,False,False
107,3115000,3115.0,51.917,3145.0,274.5,393.7,138,112.7295,False,False
107,3120000,3120.0,52.0,3150.0,265.8,248.4,132,154.3731,False,False
107,3125000,3125.0,52.083,3155.0,283.1,224.7,137,181.3041,False,False
107,3130000,3130.0,52.167,3160.0,283.8,236.5,141,205.8927,False,False
107,3135000,3135.0,52.25,3165.0,300.2,232.0,146,198.5191,False,False
107,3140000,3140.0,52.333,3170.0,279.1,234.5,137,229.9442,False,False
107,3145000,3145.0,52.417,3175.0,271.2,235.9,133,190.9561,False,False
107,3150000,3150.0,52.5,3180.0,261.0,391.5,126,147.6232,False,False
107,3155000,3155.0,52.583,3185.0,263.5,390.6,127,97.2447,False,False
107,3160000,3160.0,52.667,3190.0,277.0,258.0,118,66.8676,False,False
107,3165000,3165.0,52.75,3195.0,297.7,258.0,140,35.0948,False,False
107,3170000,3170.0,52.833,3200.0,291.3,261.9,143,25.7965,False,False
107,3175000,3175.0,52.917,3205.0,302.2,304.6,152,19.6683,False,False
107,3180000,3180.0,53.0,3210.0,332.1,223.3,159,17.1562,False,False
107,3185000,3185.0,53.083,3215.0,319.1,264.5,157,10.1132,False,False
107,3190000,3190.0,53.167,3220.0,322.3,265.5,160,16.7126,False,False
107,3195000,3195.0,53.25,3225.0,304.2,395.5,153,8.5606,False,False
107,3200000,3200.0,53.333,3230.0,324.4,352.1,163,8.994,False,False
107,3205000,3205.0,53.417,3235.0,285.5,389.7,142,10.67,False,False
107,3210000,3210.0,53.5,3240.0,272.0,388.3,137,10.0219,False,False
107,3215000,3215.0,53.583,3245.0,257.4,416.5,129,6.9052,False,False
107,3220000,3220.0,53.667,3250.0,248.1,384.3,123,59.7605,False,False
107,3225000,3225.0,53.75,3255.0,252.0,296.0,125,70.5056,False,False
107,3230000,3230.0,53.833,3260.0,272.2,273.9,135,49.7586,False,False
107,3235000,3235.0,53.917,3265.0,271.4,266.5,134,47.9228,False,False
107,3240000,3240.0,54.0,3270.0,267.2,300.4,131,36.6042,False,False
107,3245000,3245.0,54.083,3275.0,276.6,303.8,137,30.6494,False,False
112,0,0.0,0.0,30.0,330.5,254.5,166,0.8492,False,True
112,5000,5.0,0.083,35.0,304.5,282.1,153,0.84,False,True
112,10000,10.0,0.167,40.0,338.5,258.1,168,0.8313,False,True
112,15000,15.0,0.25,45.0,326.6,261.0,164,0.8454,False,True
112,20000,20.0,0.333,50.0,333.5,258.0,167,0.8473,False,True
112,25000,25.0,0.417,55.0,323.9,262.8,162,0.8441,False,True
112,30000,30.0,0.5,60.0,332.3,254.1,166,0.8386,False,True
112,35000,35.0,0.583,65.0,325.4,257.9,163,0.8881,False,True
112,40000,40.0,0.667,70.0,326.0,255.4,158,0.8947,False,True
112,45000,45.0,0.75,75.0,332.5,241.9,167,0.981,False,True
112,50000,50.0,0.833,80.0,330.3,238.7,165,0.9815,False,True
112,55000,55.0,0.917,85.0,315.4,249.9,158,0.9584,False,True
112,60000,60.0,1.0,90.0,308.8,252.9,155,0.9322,False,True
112,65000,65.0,1.083,95.0,321.5,243.6,161,0.8678,False,True
112,70000,70.0,1.167,100.0,316.4,256.8,159,0.9516,False,True
112,75000,75.0,1.25,105.0,342.8,229.0,168,0.8726,False,True
112,80000,80.0,1.333,110.0,313.7,266.1,153,1.0776,False,True
112,85000,85.0,1.417,115.0,325.9,244.9,159,1.0285,False,True
112,90000,90.0,1.5,120.0,322.9,243.1,157,1.146,False,True
112,95000,95.0,1.583,125.0,326.4,246.1,161,1.0546,False,True
112,100000,100.0,1.667,130.0,312.1,257.6,156,1.0262,False,True
112,105000,105.0,1.75,135.0,314.1,256.4,157,0.9159,False,True
112,110000,110.0,1.833,140.0,323.9,254.6,159,0.8825,False,True
112,115000,115.0,1.917,145.0,346.7,218.9,169,0.9864,False,True
112,120000,120.0,2.0,150.0,347.1,224.5,170,0.944,False,True
112,125000,125.0,2.083,155.0,343.4,220.3,168,0.9861,False,True
112,130000,130.0,2.167,160.0,344.5,227.9,169,1.2109,False,True
112,135000,135.0,2.25,165.0,325.2,247.7,162,1.1768,False,True
112,140000,140.0,2.333,170.0,318.8,256.9,159,1.1777,False,True
112,145000,145.0,2.417,175.0,332.2,244.7,163,1.0305,False,True
112,150000,150.0,2.5,180.0,335.9,239.9,165,1.0858,False,True
112,155000,155.0,2.583,185.0,336.5,236.2,167,0.8946,False,True
112,160000,160.0,2.667,190.0,340.0,236.3,167,0.861,False,False
112,165000,165.0,2.75,195.0,308.0,279.8,150,0.8841,False,False
112,170000,170.0,2.833,200.0,337.1,241.2,164,0.9318,False,False
112,175000,175.0,2.917,205.0,313.9,249.7,153,1.169,False,False
112,180000,180.0,3.0,210.0,300.6,246.6,147,1.2288,False,False
112,185000,185.0,3.083,215.0,289.4,247.7,143,1.3002,False,False
112,190000,190.0,3.167,220.0,301.1,237.2,147,1.2946,False,False
112,195000,195.0,3.25,225.0,299.9,241.9,146,1.2075,False,False
112,200000,200.0,3.333,230.0,322.8,224.7,157,1.0706,False,False
112,205000,205.0,3.417,235.0,311.6,242.0,154,0.9758,False,False
112,210000,210.0,3.5,240.0,319.0,245.8,155,0.8582,False,False
112,215000,215.0,3.583,245.0,318.6,245.8,160,0.9107,False,False
112,220000,220.0,3.667,250.0,316.3,256.5,157,0.8672,False,False
112,225000,225.0,3.75,255.0,304.4,257.5,151,0.8885,False,False
112,230000,230.0,3.833,260.0,304.4,257.7,153,0.8237,False,False
112,235000,235.0,3.917,265.0,305.8,255.8,152,0.8173,False,False
112,240000,240.0,4.0,270.0,287.6,263.0,143,0.8054,False,False
112,245000,245.0,4.083,275.0,290.5,258.5,144,0.8156,False,False
112,250000,250.0,4.167,280.0,277.4,256.9,138,0.8049,False,False
112,255000,255.0,4.25,285.0,301.7,251.8,147,0.8618,False,False
112,260000,260.0,4.333,290.0,299.3,251.1,146,0.9162,False,False
112,265000,265.0,4.417,295.0,300.8,244.7,147,0.8933,False,False
112,270000,270.0,4.5,300.0,287.1,260.2,140,0.8835,False,False
112,275000,275.0,4.583,305.0,305.9,244.5,152,0.8681,False,False
112,280000,280.0,4.667,310.0,326.1,234.8,160,0.84,False,False
112,285000,285.0,4.75,315.0,312.3,248.5,153,0.9415,False,False
112,290000,290.0,4.833,320.0,323.0,247.2,157,0.9318,False,False
112,295000,295.0,4.917,325.0,312.4,263.5,153,0.9575,False,False
112,300000,300.0,5.0,330.0,338.1,247.7,165,1.0919,False,False
112,305000,305.0,5.083,335.0,332.4,255.3,167,1.1137,False,False
112,310000,310.0,5.167,340.0,332.7,253.3,166,1.0229,False,False
112,315000,315.0,5.25,345.0,339.8,246.0,170,0.9623,False,False
112,320000,320.0,5.333,350.0,312.8,265.3,157,0.9405,False,False
112,325000,325.0,5.417,355.0,308.7,274.7,155,0.9879,False,False
112,330000,330.0,5.5,360.0,308.3,267.9,155,0.8665,False,False
112,335000,335.0,5.583,365.0,300.2,260.3,151,0.9647,False,False
112,340000,340.0,5.667,370.0,310.8,252.4,156,0.8888,False,False
112,345000,345.0,5.75,375.0,318.7,253.5,160,0.8709,False,False
112,350000,350.0,5.833,380.0,314.2,257.2,158,0.8589,False,False
112,355000,355.0,5.917,385.0,323.0,247.9,162,0.9515,False,False
112,360000,360.0,6.0,390.0,324.6,253.2,162,0.9502,False,False
112,365000,365.0,6.083,395.0,328.0,253.1,164,1.0684,False,False
112,370000,370.0,6.167,400.0,322.3,256.1,161,1.0013,False,False
112,375000,375.0,6.25,405.0,329.2,246.8,160,1.0252,False,False
112,380000,380.0,6.333,410.0,323.2,252.8,140,1.8441,False,False
112,385000,385.0,6.417,415.0,412.1,194.8,145,1.861,False,False
112,390000,390.0,6.5,420.0,550.3,123.9,155,2.1497,False,False
112,395000,395.0,6.583,425.0,588.9,31.0,294,2.2313,True,False
112,400000,400.0,6.667,430.0,571.6,29.5,286,4.5489,True,False
112,405000,405.0,6.75,435.0,547.9,27.6,274,38.7689,True,False
112,410000,410.0,6.833,440.0,529.0,25.4,264,1.0322,True,False
112,415000,415.0,6.917,445.0,528.3,25.7,264,0.7813,True,False
112,420000,420.0,7.0,450.0,534.0,26.4,267,0.5465,True,False
112,425000,425.0,7.083,455.0,520.1,24.5,260,0.6844,True,False
112,430000,430.0,7.167,460.0,518.1,24.2,259,0.819,True,False
112,435000,435.0,7.25,465.0,512.4,23.0,256,0.9908,True,False
112,440000,440.0,7.333,470.0,508.4,22.0,255,0.9273,True,False
112,445000,445.0,7.417,475.0,512.0,22.5,256,1.0779,True,False
112,450000,450.0,7.5,480.0,516.9,23.3,258,0.9992,True,False
112,455000,455.0,7.583,485.0,512.9,21.7,256,0.9473,True,False
112,460000,460.0,7.667,490.0,507.2,19.2,254,0.9355,True,False
112,465000,465.0,7.75,495.0,515.3,20.7,258,0.8885,True,False
112,470000,470.0,7.833,500.0,520.6,21.5,260,0.9575,True,False
112,475000,475.0,7.917,505.0,524.5,21.9,263,0.8065,True,False
112,480000,480.0,8.0,510.0,517.2,21.6,258,0.9085,True,False
112,485000,485.0,8.083,515.0,526.2,20.9,263,1.0106,True,False
112,490000,490.0,8.167,520.0,531.1,21.4,266,0.958,True,False
112,495000,495.0,8.25,525.0,532.6,20.2,267,1.1933,True,False
112,500000,500.0,8.333,530.0,536.1,19.5,268,1.1322,True,False
112,505000,505.0,8.417,535.0,538.3,18.9,269,1.4368,True,False
112,510000,510.0,8.5,540.0,541.7,18.1,271,1.3678,True,False
112,515000,515.0,8.583,545.0,540.1,17.5,270,1.236,True,False
112,520000,520.0,8.667,550.0,525.5,21.3,263,1.0017,True,False
112,525000,525.0,8.75,555.0,522.0,26.1,261,1.0324,True,False
112,530000,530.0,8.833,560.0,513.0,26.5,257,0.861,True,False
112,535000,535.0,8.917,565.0,511.2,26.3,255,0.4943,True,False
112,540000,540.0,9.0,570.0,512.2,50.5,228,0.7448,True,False
112,545000,545.0,9.083,575.0,394.8,539.2,198,0.9074,False,False
112,550000,550.0,9.167,580.0,410.2,408.5,204,1.1995,False,False
112,555000,555.0,9.25,585.0,410.8,401.8,205,1.5512,False,False
112,560000,560.0,9.333,590.0,415.4,384.6,208,1.2437,False,False
112,565000,565.0,9.417,595.0,416.5,312.7,209,1.1533,False,False
112,570000,570.0,9.5,600.0,490.1,126.7,225,1.01,False,False
112,575000,575.0,9.583,605.0,522.6,30.3,261,0.6561,True,False
112,580000,580.0,9.667,610.0,521.9,37.1,261,0.7844,True,False
112,585000,585.0,9.75,615.0,515.2,44.9,258,1.4693,True,False
112,590000,590.0,9.833,620.0,510.9,55.2,255,1.594,True,False
112,595000,595.0,9.917,625.0,522.7,53.7,260,1.8976,True,False
112,600000,600.0,10.0,630.0,550.6,29.2,275,1.6641,True,False
112,605000,605.0,10.083,635.0,547.3,30.6,274,1.6573,True,False
112,610000,610.0,10.167,640.0,517.4,45.2,259,1.1027,True,False
112,615000,615.0,10.25,645.0,464.4,72.9,230,0.997,True,False
112,620000,620.0,10.333,650.0,402.8,110.5,202,0.5459,True,False
112,625000,625.0,10.417,655.0,457.3,76.2,229,0.193,True,False
112,630000,630.0,10.5,660.0,468.9,71.4,235,0.2352,True,False
112,635000,635.0,10.583,665.0,486.2,61.1,241,0.8988,True,False
112,640000,640.0,10.667,670.0,509.9,49.4,255,1.1547,True,False
112,645000,645.0,10.75,675.0,554.0,19.0,277,0.9367,True,False
112,650000,650.0,10.833,680.0,565.4,8.9,283,1.0588,True,False
112,655000,655.0,10.917,685.0,567.3,5.9,284,1.2238,True,False
112,660000,660.0,11.0,690.0,563.9,8.0,282,0.5243,True,False
112,665000,665.0,11.083,695.0,562.5,10.4,280,0.5488,True,False
112,670000,670.0,11.167,700.0,567.6,5.0,284,0.6065,True,False
112,675000,675.0,11.25,705.0,565.8,10.4,283,0.5473,True,False
